(title "Static Pressure")
(labels "Position" "Static Pressure")

((xy/key/label "line-19")
-0.127	0.0124268
-0.1265	0.0124243
-0.126	0.0124188
-0.1255	0.0124094
-0.125	0.0123931
-0.1245	0.0123703
-0.124	0.0123409
-0.1235	0.0123051
-0.123	0.0122633
-0.1225	0.0122158
-0.122	0.012163
-0.1215	0.0121053
-0.121	0.0120432
-0.1205	0.0119771
-0.12	0.0119077
-0.1195	0.0118352
-0.119	0.0117603
-0.1185	0.0116834
-0.118	0.011605
-0.1175	0.0115254
-0.117	0.011445
-0.1165	0.0113641
-0.116	0.0112831
-0.1155	0.0112023
-0.115	0.0111218
-0.1145	0.0110419
-0.114	0.0109626
-0.1135	0.0108843
-0.113	0.0108069
-0.1125	0.0107305
-0.112	0.0106551
-0.1115	0.0105809
-0.111	0.0105078
-0.1105	0.0104359
-0.11	0.0103651
-0.1095	0.0102953
-0.109	0.0102267
-0.1085	0.0101591
-0.108	0.0100926
-0.1075	0.010027
-0.107	0.00996233
-0.1065	0.00989858
-0.106	0.00983569
-0.1055	0.00977361
-0.105	0.00971231
-0.1045	0.00965174
-0.104	0.00959187
-0.1035	0.00953266
-0.103	0.00947407
-0.1025	0.00941607
-0.102	0.00935864
-0.1015	0.00930173
-0.101	0.00924532
-0.1005	0.00918938
-0.1	0.0091339
-0.0995	0.00907884
-0.099	0.00902418
-0.0985	0.0089699
-0.098	0.00891599
-0.0975	0.00886242
-0.097	0.00880919
-0.0965	0.00875627
-0.096	0.00870366
-0.0955	0.00865132
-0.095	0.00859926
-0.0945	0.00854745
-0.094	0.00849589
-0.0935	0.00844457
-0.093	0.00839347
-0.0925	0.00834259
-0.092	0.00829192
-0.0915	0.00824145
-0.091	0.00819118
-0.0905	0.0081411
-0.09	0.00809119
-0.0895	0.00804147
-0.089	0.00799191
-0.0885	0.00794251
-0.088	0.00789327
-0.0875	0.00784419
-0.087	0.00779524
-0.0865	0.00774643
-0.086	0.00769776
-0.0855	0.00764921
-0.085	0.0076008
-0.0845	0.00755251
-0.084	0.00750434
-0.0835	0.00745629
-0.083	0.00740834
-0.0825	0.0073605
-0.082	0.00731277
